CVE_ID;Year;CVSS_Score;Severity;Attack_Vector;Attack_Complexity;Privileges_Required;User_Interaction;Confidentiality_Impact;Integrity_Impact;Availability_Impact;Automatable
CVE-2024-0819;2024;7.3;HIGH;LOCAL;LOW;LOW;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2024-0820;2024;5.4;MEDIUM;NETWORK;LOW;LOW;REQUIRED;LOW;LOW;NONE;no
CVE-2024-0821;2024;6.1;MEDIUM;;;;;;;;no
CVE-2024-0822;2024;7.5;HIGH;NETWORK;LOW;NONE;NONE;NONE;HIGH;NONE;yes
CVE-2024-0823;2024;5.4;MEDIUM;;;;;;;;no
CVE-2024-0824;2024;6.4;MEDIUM;;;;;;;;no
CVE-2024-0825;2024;8.8;HIGH;;;;;;;;no
CVE-2024-0826;2024;6.4;MEDIUM;;;;;;;;no
CVE-2024-0827;2024;4.3;MEDIUM;;;;;;;;no
CVE-2024-0828;2024;5.4;MEDIUM;;;;;;;;no
CVE-2024-0829;2024;4.3;MEDIUM;;;;;;;;no
CVE-2024-0830;2024;4.3;MEDIUM;;;;;;;;no
CVE-2024-0831;2024;4.5;MEDIUM;NETWORK;LOW;HIGH;REQUIRED;HIGH;NONE;NONE;no
CVE-2024-0832;2024;7.8;HIGH;LOCAL;HIGH;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2024-0833;2024;7.8;HIGH;LOCAL;HIGH;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2024-0834;2024;6.4;MEDIUM;;;;;;;;no
CVE-2024-0835;2024;4.3;MEDIUM;;;;;;;;no
CVE-2024-0836;2024;4.3;MEDIUM;;;;;;;;no
CVE-2024-0837;2024;6.4;MEDIUM;;;;;;;;no
CVE-2024-0838;2024;6.4;MEDIUM;;;;;;;;no
CVE-2024-0839;2024;5.3;MEDIUM;;;;;;;;yes
CVE-2024-0840;2024;8.8;HIGH;NETWORK;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2024-0841;2024;6.6;MEDIUM;LOCAL;LOW;LOW;NONE;LOW;LOW;HIGH;no
CVE-2024-0842;2024;7.5;HIGH;;;;;;;;yes
CVE-2024-0844;2024;4.7;MEDIUM;;;;;;;;no
CVE-2024-0845;2024;6.4;MEDIUM;;;;;;;;no
CVE-2024-0847;2024;4.3;MEDIUM;;;;;;;;no
CVE-2024-0848;2024;6.1;MEDIUM;;;;;;;;no
CVE-2024-0849;2024;5.0;MEDIUM;LOCAL;LOW;LOW;REQUIRED;HIGH;NONE;NONE;no
CVE-2024-0851;2024;10.0;CRITICAL;NETWORK;LOW;NONE;NONE;;;;yes
CVE-2024-0852;2024;8.8;HIGH;NETWORK;LOW;NONE;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2024-0853;2024;5.3;MEDIUM;NETWORK;LOW;NONE;NONE;NONE;LOW;NONE;no
CVE-2024-0854;2024;5.4;MEDIUM;NETWORK;LOW;LOW;REQUIRED;LOW;LOW;NONE;no
CVE-2024-0855;2024;5.3;MEDIUM;NETWORK;LOW;NONE;NONE;NONE;LOW;NONE;yes
CVE-2024-0856;2024;8.8;HIGH;NETWORK;LOW;NONE;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2024-0857;2024;9.8;CRITICAL;NETWORK;LOW;NONE;NONE;HIGH;HIGH;HIGH;yes
CVE-2024-0858;2024;8.8;HIGH;NETWORK;LOW;NONE;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2024-0859;2024;4.3;MEDIUM;;;;;;;;no
CVE-2024-0860;2024;8.0;HIGH;ADJACENT_NETWORK;LOW;NONE;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2024-0861;2024;4.3;MEDIUM;NETWORK;LOW;LOW;NONE;NONE;LOW;NONE;no
CVE-2024-0862;2024;5.0;MEDIUM;NETWORK;LOW;LOW;NONE;LOW;NONE;NONE;no
CVE-2024-0864;2024;9.8;CRITICAL;NETWORK;LOW;NONE;NONE;HIGH;HIGH;HIGH;yes
CVE-2024-0865;2024;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2024-0866;2024;8.1;HIGH;;;;;;;;no
CVE-2024-0867;2024;8.1;HIGH;;;;;;;;yes
CVE-2024-0868;2024;5.3;MEDIUM;NETWORK;LOW;NONE;NONE;NONE;LOW;NONE;yes
CVE-2024-0869;2024;8.8;HIGH;;;;;;;;no
CVE-2024-0870;2024;5.3;MEDIUM;;;;;;;;yes
CVE-2024-0871;2024;5.4;MEDIUM;;;;;;;;no
CVE-2024-0872;2024;4.3;MEDIUM;;;;;;;;no
CVE-2024-0873;2024;6.4;MEDIUM;;;;;;;;no
CVE-2024-0874;2024;5.3;MEDIUM;NETWORK;LOW;NONE;NONE;NONE;LOW;NONE;yes
CVE-2024-0875;2024;8.1;HIGH;NETWORK;LOW;LOW;NONE;HIGH;HIGH;NONE;no
CVE-2024-0879;2024;6.5;MEDIUM;NETWORK;LOW;NONE;NONE;LOW;LOW;NONE;no
CVE-2024-0880;2024;4.3;MEDIUM;;;;;;;;no
CVE-2024-0881;2024;5.4;MEDIUM;NETWORK;LOW;LOW;NONE;LOW;LOW;NONE;no
CVE-2024-0882;2024;4.3;MEDIUM;;;;;;;;no
CVE-2024-0883;2024;6.3;MEDIUM;;;;;;;;no
CVE-2024-0884;2024;4.7;MEDIUM;;;;;;;;no
CVE-2024-0885;2024;5.3;MEDIUM;;;;;;;;no
CVE-2024-0886;2024;3.3;LOW;;;;;;;;no
CVE-2024-0887;2024;5.3;MEDIUM;;;;;;;;yes
CVE-2024-0888;2024;5.3;MEDIUM;;;;;;;;yes
CVE-2024-0889;2024;5.3;MEDIUM;;;;;;;;yes
CVE-2024-0890;2024;6.3;MEDIUM;;;;;;;;no
CVE-2024-0891;2024;3.5;LOW;;;;;;;;yes
CVE-2024-0892;2024;4.3;MEDIUM;;;;;;;;no
CVE-2024-0893;2024;4.3;MEDIUM;;;;;;;;no
CVE-2024-0895;2024;5.4;MEDIUM;;;;;;;;no
CVE-2024-0896;2024;6.4;MEDIUM;;;;;;;;no
CVE-2024-0897;2024;6.4;MEDIUM;;;;;;;;no
CVE-2024-0898;2024;4.4;MEDIUM;;;;;;;;no
CVE-2024-0899;2024;5.3;MEDIUM;;;;;;;;yes
CVE-2024-0900;2024;4.3;MEDIUM;;;;;;;;no
CVE-2024-0901;2024;7.5;HIGH;NETWORK;HIGH;NONE;NONE;NONE;LOW;HIGH;no
CVE-2024-0902;2024;4.3;MEDIUM;NETWORK;LOW;HIGH;REQUIRED;LOW;LOW;LOW;no
CVE-2024-0903;2024;5.4;MEDIUM;;;;;;;;no
CVE-2024-0904;2024;5.9;MEDIUM;NETWORK;HIGH;HIGH;NONE;HIGH;HIGH;NONE;no
CVE-2024-0905;2024;6.3;MEDIUM;NETWORK;LOW;NONE;REQUIRED;LOW;LOW;LOW;no
CVE-2024-0906;2024;5.3;MEDIUM;;;;;;;;no
CVE-2024-0907;2024;5.3;MEDIUM;;;;;;;;no
CVE-2024-0908;2024;5.3;MEDIUM;;;;;;;;yes
CVE-2024-0909;2024;5.3;MEDIUM;;;;;;;;yes
CVE-2024-0910;2024;5.3;MEDIUM;;;;;;;;yes
CVE-2024-0911;2024;5.5;MEDIUM;LOCAL;LOW;NONE;REQUIRED;NONE;NONE;HIGH;no
CVE-2024-0912;2024;8.5;HIGH;LOCAL;LOW;HIGH;ACTIVE;;;;no
CVE-2024-0913;2024;7.2;HIGH;;;;;;;;no
CVE-2024-0914;2024;5.9;MEDIUM;NETWORK;HIGH;NONE;NONE;HIGH;NONE;NONE;no
CVE-2024-0916;2024;10.0;CRITICAL;NETWORK;LOW;NONE;NONE;HIGH;HIGH;HIGH;yes
CVE-2024-0917;2024;9.4;CRITICAL;NETWORK;LOW;NONE;NONE;HIGH;HIGH;LOW;no
CVE-2024-0918;2024;7.2;HIGH;;;;;;;;no
CVE-2024-0919;2024;8.8;HIGH;;;;;;;;no
CVE-2024-0920;2024;7.2;HIGH;;;;;;;;no
CVE-2024-0921;2024;4.7;MEDIUM;;;;;;;;yes
CVE-2024-0922;2024;4.7;MEDIUM;;;;;;;;no
CVE-2024-0923;2024;4.7;MEDIUM;;;;;;;;no
CVE-2024-0924;2024;4.7;MEDIUM;;;;;;;;yes
CVE-2024-0925;2024;4.7;MEDIUM;;;;;;;;no
CVE-2024-0926;2024;4.7;MEDIUM;;;;;;;;no
CVE-2024-0927;2024;4.7;MEDIUM;;;;;;;;no
CVE-2024-0928;2024;4.7;MEDIUM;;;;;;;;yes
CVE-2024-0929;2024;4.7;MEDIUM;;;;;;;;no
CVE-2024-0930;2024;4.7;MEDIUM;;;;;;;;no
CVE-2024-0931;2024;4.7;MEDIUM;;;;;;;;no
CVE-2024-0932;2024;4.7;MEDIUM;;;;;;;;no
CVE-2024-0933;2024;6.3;MEDIUM;;;;;;;;no
CVE-2024-0935;2024;4.4;MEDIUM;LOCAL;LOW;HIGH;NONE;HIGH;NONE;NONE;no
CVE-2024-0936;2024;6.3;MEDIUM;;;;;;;;no
CVE-2024-0937;2024;6.3;MEDIUM;;;;;;;;yes
CVE-2024-0938;2024;5.5;MEDIUM;;;;;;;;yes
CVE-2024-0939;2024;6.3;MEDIUM;;;;;;;;no
CVE-2024-0941;2024;5.5;MEDIUM;;;;;;;;no
CVE-2024-0942;2024;3.7;LOW;;;;;;;;no
CVE-2024-0943;2024;3.7;LOW;;;;;;;;no
CVE-2024-0944;2024;3.7;LOW;;;;;;;;no
CVE-2024-0945;2024;7.3;HIGH;;;;;;;;yes
CVE-2024-0946;2024;7.3;HIGH;;;;;;;;yes
CVE-2024-0947;2024;9.8;CRITICAL;NETWORK;LOW;NONE;NONE;HIGH;HIGH;HIGH;yes
CVE-2024-0948;2024;2.4;LOW;;;;;;;;no
CVE-2024-0949;2024;9.8;CRITICAL;NETWORK;LOW;NONE;NONE;HIGH;HIGH;HIGH;yes
CVE-2024-0951;2024;4.8;MEDIUM;NETWORK;LOW;HIGH;REQUIRED;LOW;LOW;NONE;no
CVE-2024-0952;2024;7.2;HIGH;;;;;;;;no
CVE-2024-0953;2024;6.1;MEDIUM;NETWORK;LOW;NONE;REQUIRED;LOW;LOW;NONE;no
CVE-2024-0954;2024;6.4;MEDIUM;;;;;;;;no
CVE-2024-0955;2024;4.8;MEDIUM;NETWORK;LOW;HIGH;REQUIRED;LOW;LOW;NONE;no
CVE-2024-0956;2024;4.9;MEDIUM;;;;;;;;no
CVE-2024-0957;2024;6.1;MEDIUM;;;;;;;;no
CVE-2024-0958;2024;3.5;LOW;;;;;;;;no
CVE-2024-0959;2024;5.0;MEDIUM;;;;;;;;no
CVE-2024-0960;2024;5.0;MEDIUM;;;;;;;;no
CVE-2024-0961;2024;6.4;MEDIUM;;;;;;;;no
CVE-2024-0962;2024;6.3;MEDIUM;;;;;;;;no
CVE-2024-0963;2024;6.4;MEDIUM;;;;;;;;no
CVE-2024-0964;2024;7.5;HIGH;NETWORK;LOW;NONE;NONE;HIGH;NONE;NONE;yes
CVE-2024-0965;2024;5.3;MEDIUM;;;;;;;;yes
CVE-2024-0966;2024;6.4;MEDIUM;;;;;;;;no
CVE-2024-0967;2024;4.3;MEDIUM;NETWORK;LOW;LOW;NONE;LOW;NONE;NONE;no
CVE-2024-0969;2024;5.3;MEDIUM;;;;;;;;yes
CVE-2024-0970;2024;5.3;MEDIUM;NETWORK;LOW;NONE;NONE;NONE;LOW;NONE;yes
CVE-2024-0971;2024;6.5;MEDIUM;NETWORK;LOW;LOW;NONE;NONE;HIGH;NONE;no
CVE-2024-0972;2024;5.3;MEDIUM;;;;;;;;yes
CVE-2024-0973;2024;6.1;MEDIUM;NETWORK;LOW;NONE;REQUIRED;LOW;LOW;NONE;no
CVE-2024-0974;2024;4.8;MEDIUM;NETWORK;LOW;HIGH;REQUIRED;LOW;LOW;NONE;no
CVE-2024-0975;2024;5.3;MEDIUM;;;;;;;;yes
CVE-2024-0976;2024;6.1;MEDIUM;;;;;;;;no
CVE-2024-0977;2024;4.4;MEDIUM;;;;;;;;no
CVE-2024-0978;2024;5.3;MEDIUM;;;;;;;;yes
CVE-2024-0979;2024;6.1;MEDIUM;;;;;;;;no
CVE-2024-0980;2024;7.1;HIGH;ADJACENT_NETWORK;HIGH;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2024-0981;2024;7.1;HIGH;NETWORK;LOW;NONE;REQUIRED;HIGH;LOW;NONE;no
CVE-2024-0983;2024;4.3;MEDIUM;;;;;;;;no
CVE-2024-0984;2024;4.3;MEDIUM;;;;;;;;no
CVE-2024-0985;2024;8.0;HIGH;;;;;;;;no
CVE-2024-0986;2024;4.7;MEDIUM;;;;;;;;no
CVE-2024-0987;2024;6.3;MEDIUM;;;;;;;;yes
CVE-2024-0988;2024;6.3;MEDIUM;;;;;;;;no
CVE-2024-0989;2024;5.4;MEDIUM;;;;;;;;no
CVE-2024-0990;2024;7.2;HIGH;;;;;;;;no
CVE-2024-0991;2024;7.2;HIGH;;;;;;;;yes
CVE-2024-0992;2024;7.2;HIGH;;;;;;;;no
CVE-2024-0993;2024;7.2;HIGH;;;;;;;;no
CVE-2024-0994;2024;7.2;HIGH;;;;;;;;no
CVE-2024-0995;2024;7.2;HIGH;;;;;;;;no
CVE-2024-0996;2024;7.2;HIGH;;;;;;;;yes
CVE-2024-0997;2024;7.2;HIGH;;;;;;;;no
CVE-2024-0998;2024;7.2;HIGH;;;;;;;;no
CVE-2024-0999;2024;7.2;HIGH;;;;;;;;no
CVE-2025-0001;2025;6.5;MEDIUM;NETWORK;LOW;LOW;NONE;HIGH;NONE;NONE;no
CVE-2025-0003;2025;7.3;HIGH;LOCAL;LOW;LOW;REQUIRED;HIGH;LOW;;no
CVE-2025-0005;2025;7.3;HIGH;LOCAL;LOW;NONE;NONE;LOW;LOW;HIGH;no
CVE-2025-0007;2025;5.7;MEDIUM;LOCAL;LOW;LOW;REQUIRED;LOW;LOW;LOW;no
CVE-2025-0009;2025;5.5;MEDIUM;LOCAL;LOW;LOW;NONE;NONE;NONE;HIGH;no
CVE-2025-0010;2025;6.1;MEDIUM;LOCAL;LOW;LOW;REQUIRED;LOW;LOW;HIGH;no
CVE-2025-0011;2025;3.3;LOW;LOCAL;LOW;LOW;NONE;LOW;NONE;NONE;no
CVE-2025-0012;2025;6.8;MEDIUM;LOCAL;LOW;HIGH;NONE;;;;no
CVE-2025-0014;2025;7.3;HIGH;LOCAL;LOW;LOW;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2025-0015;2025;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2025-0028;2025;8.3;HIGH;LOCAL;LOW;LOW;NONE;;;;no
CVE-2025-0029;2025;1.8;LOW;LOCAL;HIGH;HIGH;NONE;;;;no
CVE-2025-0031;2025;4.6;MEDIUM;LOCAL;LOW;HIGH;NONE;;;;no
CVE-2025-0032;2025;7.2;HIGH;LOCAL;HIGH;HIGH;NONE;HIGH;HIGH;NONE;no
CVE-2025-0033;2025;6.0;MEDIUM;LOCAL;LOW;HIGH;NONE;NONE;HIGH;NONE;no
CVE-2025-0034;2025;4.7;MEDIUM;LOCAL;HIGH;HIGH;NONE;NONE;LOW;;no
CVE-2025-0035;2025;7.3;HIGH;LOCAL;LOW;LOW;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2025-0036;2025;3.2;LOW;LOCAL;LOW;LOW;REQUIRED;LOW;NONE;NONE;no
CVE-2025-0037;2025;6.6;MEDIUM;LOCAL;LOW;LOW;NONE;LOW;LOW;HIGH;no
CVE-2025-0038;2025;6.6;MEDIUM;LOCAL;LOW;LOW;NONE;LOW;LOW;HIGH;no
CVE-2025-0040;2025;5.3;MEDIUM;PHYSICAL;HIGH;NONE;NONE;;;;no
CVE-2025-0044;2025;4.8;MEDIUM;LOCAL;LOW;LOW;NONE;;;;no
CVE-2025-0045;2025;6.9;MEDIUM;LOCAL;LOW;LOW;NONE;;;;no
CVE-2025-0049;2025;3.5;LOW;NETWORK;LOW;LOW;REQUIRED;LOW;NONE;NONE;no
CVE-2025-0050;2025;5.9;MEDIUM;LOCAL;LOW;NONE;NONE;LOW;LOW;LOW;no
CVE-2025-0051;2025;8.7;HIGH;NETWORK;LOW;NONE;NONE;;;;yes
CVE-2025-0052;2025;8.3;HIGH;NETWORK;HIGH;NONE;NONE;;;;no
CVE-2025-0053;2025;5.3;MEDIUM;NETWORK;LOW;NONE;NONE;LOW;NONE;NONE;yes
CVE-2025-0054;2025;5.4;MEDIUM;NETWORK;LOW;LOW;REQUIRED;LOW;LOW;NONE;no
CVE-2025-0055;2025;6.0;MEDIUM;LOCAL;LOW;HIGH;NONE;HIGH;NONE;NONE;no
CVE-2025-0056;2025;6.0;MEDIUM;LOCAL;LOW;HIGH;NONE;HIGH;NONE;NONE;no
CVE-2025-0057;2025;4.8;MEDIUM;NETWORK;LOW;HIGH;REQUIRED;LOW;LOW;NONE;no
CVE-2025-0058;2025;6.5;MEDIUM;NETWORK;LOW;LOW;NONE;HIGH;NONE;NONE;no
CVE-2025-0059;2025;6.0;MEDIUM;LOCAL;LOW;HIGH;NONE;HIGH;NONE;NONE;no
CVE-2025-0060;2025;6.5;MEDIUM;NETWORK;LOW;HIGH;NONE;HIGH;HIGH;NONE;no
CVE-2025-0061;2025;8.7;HIGH;NETWORK;HIGH;NONE;NONE;HIGH;HIGH;NONE;no
CVE-2025-0062;2025;4.7;MEDIUM;NETWORK;HIGH;NONE;REQUIRED;LOW;LOW;NONE;no
CVE-2025-0063;2025;8.8;HIGH;NETWORK;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2025-0064;2025;8.7;HIGH;NETWORK;LOW;HIGH;NONE;HIGH;HIGH;NONE;no
CVE-2025-0065;2025;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2025-0066;2025;9.9;CRITICAL;NETWORK;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2025-0067;2025;6.3;MEDIUM;NETWORK;LOW;LOW;NONE;LOW;LOW;LOW;no
CVE-2025-0068;2025;4.3;MEDIUM;NETWORK;LOW;LOW;NONE;LOW;NONE;NONE;no
CVE-2025-0069;2025;7.8;HIGH;LOCAL;HIGH;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2025-0070;2025;9.9;CRITICAL;NETWORK;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2025-0071;2025;4.9;MEDIUM;NETWORK;LOW;HIGH;NONE;HIGH;NONE;NONE;no
CVE-2025-0072;2025;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2025-0073;2025;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2025-0074;2025;9.8;CRITICAL;NETWORK;LOW;NONE;NONE;HIGH;HIGH;HIGH;yes
CVE-2025-0075;2025;9.8;CRITICAL;NETWORK;LOW;NONE;NONE;HIGH;HIGH;HIGH;yes
CVE-2025-0076;2025;3.3;LOW;LOCAL;LOW;LOW;NONE;LOW;NONE;NONE;no
CVE-2025-0077;2025;4.0;MEDIUM;LOCAL;LOW;NONE;NONE;LOW;NONE;NONE;no
CVE-2025-0078;2025;8.8;HIGH;NETWORK;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2025-0079;2025;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2025-0080;2025;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2025-0081;2025;7.5;HIGH;NETWORK;LOW;NONE;NONE;NONE;NONE;HIGH;yes
CVE-2025-0082;2025;5.5;MEDIUM;LOCAL;LOW;LOW;NONE;HIGH;NONE;NONE;no
CVE-2025-0083;2025;4.0;MEDIUM;LOCAL;LOW;NONE;NONE;LOW;NONE;NONE;yes
CVE-2025-0084;2025;8.8;HIGH;ADJACENT_NETWORK;LOW;NONE;NONE;HIGH;HIGH;HIGH;no
CVE-2025-0086;2025;6.2;MEDIUM;LOCAL;LOW;NONE;NONE;HIGH;NONE;NONE;no
CVE-2025-0087;2025;5.1;MEDIUM;LOCAL;LOW;NONE;NONE;LOW;NONE;LOW;no
CVE-2025-0089;2025;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2025-0092;2025;6.5;MEDIUM;NETWORK;LOW;NONE;REQUIRED;HIGH;NONE;NONE;no
CVE-2025-0093;2025;7.5;HIGH;NETWORK;LOW;NONE;NONE;HIGH;NONE;NONE;no
CVE-2025-0101;2025;6.5;MEDIUM;NETWORK;LOW;LOW;NONE;NONE;NONE;HIGH;no
CVE-2025-0103;2025;9.2;CRITICAL;NETWORK;LOW;NONE;NONE;;;;yes
CVE-2025-0104;2025;7.0;HIGH;NETWORK;LOW;NONE;ACTIVE;;;;no
CVE-2025-0105;2025;6.9;MEDIUM;NETWORK;LOW;NONE;NONE;;;;yes
CVE-2025-0106;2025;6.9;MEDIUM;NETWORK;LOW;NONE;NONE;;;;yes
CVE-2025-0107;2025;7.7;HIGH;NETWORK;LOW;NONE;NONE;;;;yes
CVE-2025-0108;2025;8.8;HIGH;NETWORK;LOW;NONE;NONE;;;;yes
CVE-2025-0109;2025;6.9;MEDIUM;NETWORK;LOW;NONE;NONE;;;;yes
CVE-2025-0110;2025;8.6;HIGH;NETWORK;LOW;HIGH;NONE;;;;no
CVE-2025-0111;2025;7.1;HIGH;NETWORK;LOW;LOW;NONE;;;;no
CVE-2025-0112;2025;6.8;MEDIUM;LOCAL;LOW;LOW;NONE;;;;no
CVE-2025-0113;2025;5.3;MEDIUM;PHYSICAL;LOW;NONE;NONE;;;;no
CVE-2025-0114;2025;8.2;HIGH;NETWORK;HIGH;NONE;NONE;;;;no
CVE-2025-0115;2025;6.8;MEDIUM;LOCAL;LOW;LOW;NONE;;;;no
CVE-2025-0116;2025;6.8;MEDIUM;ADJACENT;LOW;NONE;ACTIVE;;;;no
CVE-2025-0117;2025;7.1;HIGH;LOCAL;LOW;LOW;PASSIVE;;;;no
CVE-2025-0118;2025;6.0;MEDIUM;NETWORK;LOW;NONE;ACTIVE;;;;no
CVE-2025-0119;2025;6.3;MEDIUM;LOCAL;LOW;LOW;NONE;;;;no
CVE-2025-0120;2025;7.1;HIGH;LOCAL;LOW;LOW;NONE;;;;no
CVE-2025-0121;2025;6.8;MEDIUM;LOCAL;LOW;LOW;NONE;;;;no
CVE-2025-0122;2025;5.1;MEDIUM;PHYSICAL;LOW;NONE;NONE;;;;no
CVE-2025-0123;2025;5.9;MEDIUM;LOCAL;LOW;HIGH;NONE;;;;no
CVE-2025-0124;2025;5.1;MEDIUM;NETWORK;LOW;HIGH;NONE;;;;no
CVE-2025-0125;2025;6.9;MEDIUM;NETWORK;LOW;HIGH;PASSIVE;;;;no
CVE-2025-0126;2025;8.3;HIGH;NETWORK;LOW;NONE;ACTIVE;;;;no
CVE-2025-0127;2025;7.1;HIGH;LOCAL;LOW;HIGH;NONE;;;;no
CVE-2025-0128;2025;8.7;HIGH;NETWORK;LOW;NONE;NONE;;;;yes
CVE-2025-0129;2025;9.3;CRITICAL;LOCAL;LOW;NONE;NONE;;;;no
CVE-2025-0130;2025;8.2;HIGH;NETWORK;HIGH;NONE;NONE;;;;no
CVE-2025-0131;2025;7.1;HIGH;LOCAL;LOW;LOW;NONE;;;;no
CVE-2025-0132;2025;6.9;MEDIUM;NETWORK;LOW;NONE;NONE;;;;yes
CVE-2025-0133;2025;1.2;LOW;NETWORK;LOW;NONE;ACTIVE;;;;no
CVE-2025-0134;2025;6.5;MEDIUM;NETWORK;LOW;LOW;NONE;;;;no
CVE-2025-0135;2025;5.2;MEDIUM;LOCAL;LOW;LOW;PASSIVE;;;;no
CVE-2025-0136;2025;5.3;MEDIUM;NETWORK;LOW;LOW;NONE;;;;no
CVE-2025-0137;2025;4.8;MEDIUM;NETWORK;LOW;HIGH;PASSIVE;;;;no
CVE-2025-0138;2025;2.0;LOW;NETWORK;LOW;LOW;ACTIVE;;;;no
CVE-2025-0139;2025;6.3;MEDIUM;LOCAL;LOW;LOW;NONE;;;;no
CVE-2025-0140;2025;6.8;MEDIUM;LOCAL;LOW;LOW;NONE;;;;no
CVE-2025-0141;2025;8.4;HIGH;LOCAL;LOW;LOW;NONE;;;;no
CVE-2025-0142;2025;4.3;MEDIUM;NETWORK;LOW;LOW;NONE;LOW;NONE;NONE;no
CVE-2025-0143;2025;4.3;MEDIUM;NETWORK;LOW;NONE;REQUIRED;NONE;NONE;LOW;no
CVE-2025-0144;2025;3.1;LOW;NETWORK;HIGH;LOW;NONE;NONE;LOW;NONE;no
CVE-2025-0145;2025;4.6;MEDIUM;LOCAL;LOW;LOW;REQUIRED;NONE;LOW;LOW;no
CVE-2025-0146;2025;3.9;LOW;LOCAL;LOW;LOW;REQUIRED;NONE;LOW;LOW;no
CVE-2025-0147;2025;8.8;HIGH;NETWORK;LOW;NONE;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2025-0148;2025;2.6;LOW;ADJACENT_NETWORK;HIGH;NONE;REQUIRED;LOW;NONE;NONE;no
CVE-2025-0149;2025;6.5;MEDIUM;NETWORK;LOW;NONE;NONE;NONE;LOW;LOW;yes
CVE-2025-0150;2025;7.1;HIGH;NETWORK;LOW;LOW;NONE;LOW;NONE;HIGH;no
CVE-2025-0151;2025;8.5;HIGH;NETWORK;HIGH;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2025-0154;2025;5.3;MEDIUM;NETWORK;LOW;NONE;NONE;LOW;NONE;NONE;yes
CVE-2025-0158;2025;5.5;MEDIUM;LOCAL;LOW;LOW;NONE;NONE;NONE;HIGH;no
CVE-2025-0159;2025;9.1;CRITICAL;NETWORK;LOW;NONE;NONE;HIGH;HIGH;NONE;yes
CVE-2025-0160;2025;8.1;HIGH;NETWORK;HIGH;NONE;NONE;HIGH;HIGH;HIGH;no
CVE-2025-0161;2025;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2025-0162;2025;7.1;HIGH;NETWORK;LOW;LOW;NONE;HIGH;NONE;LOW;no
CVE-2025-0163;2025;5.3;MEDIUM;NETWORK;LOW;NONE;NONE;LOW;NONE;NONE;yes
CVE-2025-0164;2025;2.3;LOW;LOCAL;LOW;HIGH;NONE;LOW;NONE;NONE;no
CVE-2025-0165;2025;7.6;HIGH;NETWORK;LOW;LOW;NONE;HIGH;LOW;LOW;no
CVE-2025-0167;2025;3.4;LOW;NETWORK;HIGH;NONE;REQUIRED;LOW;NONE;NONE;no
CVE-2025-0168;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0169;2025;6.4;MEDIUM;;;;;;;;no
CVE-2025-0170;2025;6.1;MEDIUM;;;;;;;;no
CVE-2025-0171;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0172;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0173;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0174;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0175;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0176;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0177;2025;9.8;CRITICAL;;;;;;;;yes
CVE-2025-0178;2025;5.1;MEDIUM;NETWORK;LOW;NONE;ACTIVE;;;;no
CVE-2025-0180;2025;9.8;CRITICAL;;;;;;;;yes
CVE-2025-0181;2025;9.8;CRITICAL;;;;;;;;yes
CVE-2025-0182;2025;7.5;HIGH;NETWORK;LOW;NONE;NONE;NONE;NONE;HIGH;yes
